,Name,Name_Chinese,Region,Language,States,Specific,Owner,Owner_Chinese,Parent,Parent_Chinese,Twitter,Twitter_url,Twitter_fol,Facebook,Facebook_url,Facebook_fol,Instagram,Instagram_url,Instagram_fol,Threads,Threads_url,Threads_fol,Youtube,Youtube_url,Youtube_fol,Tiktok,Tiktok_url,Tiktok_fol,Max_media_fol,Max_media,All_media_fol
594,C The Difference,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,C-The-Difference-107252314045277,https://www.facebook.com/C-The-Difference-107252314045277,0,cthe.difference,https://www.instagram.com/cthe.difference/,17,,,0,,,0,cthedifference,https://www.tiktok.com/@cthedifference,625500,625500,Tiktok,625517
595,Wu Danni (Danni Report),吴丹妮,Egypt,English,Africa,African Union/MENA,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,,,0,DanniReport,https://www.facebook.com/DanniReport/,1800000,danni010389,https://www.instagram.com/danni010389/,257,dannitwins01,https://www.threads.net/@dannitwins01,21,,,0,,,0,1800000,Facebook,1800278
596,Chinese Embassy in Latvia,,Latvia,Latvian,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,,,0,,,0,embassyofchinainlatvia,https://www.instagram.com/embassyofchinainlatvia/,7,,,0,,,0,,,0,7,Instagram,7
597,Phoenix Online,凤凰网,China,Chinese,Asia,Greater China,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,,,0,Ifenglobal,https://www.facebook.com/Ifenglobal,1100000,ifenglobal,https://www.instagram.com/ifenglobal/,1126,ifenglobal,https://www.threads.net/@ifenglobal,50,ifenglobal,https://www.youtube.com/@ifenglobal,18700,ifenglobal,https://www.tiktok.com/@ifenglobal,599100,1100000,Facebook,1718976
598,Jimena Li Yu (Jimena a tu clic),,Hispanophone,Spanish,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,JimenaAtuClic,https://www.facebook.com/JimenaAtuClic,464000,jimenaatuclic,https://www.instagram.com/jimenaatuclic,995,,,0,jimenaatuclic9148,https://www.youtube.com/channel/UCJ_jkDQ_kzovmXA16KffypQ/featured,239,jimenaatuclic,https://www.tiktok.com/@jimenaatuclic,3704,464000,Facebook,468938
599,Wang Shi (Julian Waghann),朱濂安,China,Chinese,Asia,Greater China,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,jude1904,https://www.instagram.com/jude1904/,184,,,0,,,0,,,0,184,Instagram,184
600,Ou Xiaolan (Lana Ou / Lana لانا),欧小兰,MENA,Arabic,Cross States,Other,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,LanainChina,https://www.facebook.com/LanainChina,483000,lana_in_china,https://www.instagram.com/lana_in_china/,4833,,,0,lana7840,https://www.youtube.com/channel/UCizM-X0cwVOuCY63ilTDnpg,15900,,,0,483000,Facebook,503733
601,Lin Simiao (Anahita Lin),蔺思淼,Iran,Persian,Asia,Middle East,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,anahitachin,https://www.facebook.com/anahitachin/,1000000,linsimiaoanahita,https://www.instagram.com/linsimiaoanahita/,2448,,,0,,,0,,,0,1000000,Facebook,1002448
602,Xing Luana (Luana em Pequim),,Brazil,Portuguese,Americas,Latin America,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,LuanaemPequim,https://www.facebook.com/LuanaemPequim/,1700000,LuanaemPequim,https://www.instagram.com/LuanaemPequim/,21300,luanaempequim,https://www.threads.net/@luanaempequim,1035,LuanaemPequim,https://www.youtube.com/LuanaemPequim,21100,luanaempequim,https://www.tiktok.com/@luanaempequim,225900,1700000,Facebook,1969335
603,Lü Qianqian (Lucy Lv),吕倩倩,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,lucylvlist,https://www.facebook.com/lucylvlist/,1400000,lucylv_list,https://www.instagram.com/lucylv_list/,1050,lucylvlist,https://www.threads.net/@lucylvlist,42,LucyLvList,https://www.youtube.com/channel/UCIWxsVyzsGSq6wXNUjYgqZA/about,588,,,0,1400000,Facebook,1401680
604,Mango TV International,芒果TV,Hunan,Chinese,Asia,Greater China,Hunan Satellite TV,南广播电视台,Hunan Provincial People's Government,湖南省人民政府,,,0,,,0,mgtv,https://www.instagram.com/mgtv/,90000,,,0,MangoTV-Official,https://www.youtube.com/@MangoTV-Official,5020000,mangotv_international,https://www.tiktok.com/@mangotv_international,150100,5020000,Youtube,5260100
605,Xu Wei (Rain Xu / Ms V / شيو وي),徐薇,MENA,Arabic,Cross States,Other,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,MsVChina,https://www.facebook.com/MsVChina,1252603,msvchina,https://www.instagram.com/msvchina/?hl=en,19800,,,0,MsVchina,https://www.youtube.com/channel/UCsSnAL4-3sPZCpsl2pCGVsg,365000,,,0,1252603,Facebook,1637403
606,Phoenix HK TV (iFeng),凤凰东方传媒,Hong Kong,Chinese,Asia,Greater China,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,,,0,,,0,phoenixtvhk,https://www.instagram.com/phoenixtvhk/,49000,,,0,PhoenixSatellite,https://www.youtube.com/@PhoenixSatellite,19900,,,0,49000,Instagram,68900
607,Phoenix US TV (iFeng),凤凰美洲,USA,Chinese,Americas,Anglosphere,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,,,0,,,0,phoenixtvus,https://www.instagram.com/phoenixtvus,1744,,,0,Pstvnews,https://www.youtube.com/@Pstvnews,15000,ifengustv,https://www.tiktok.com/@ifengustv,4385,15000,Youtube,21129
608,Li Zexin (Skystroller),,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,,,0,Zexin.Nicolas,https://www.facebook.com/Zexin.Nicolas,342320,skystrollerpics,https://www.instagram.com/skystrollerpics/,106000,skystrollerpics,https://www.threads.net/@skystrollerpics,10800,,,0,,,0,342320,Facebook,459120
609,Zhu Jingtian (Tiantian),,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,TiantianStudio,https://www.facebook.com/TiantianStudio,238000,tiantianstudio,https://www.instagram.com/tiantianstudio,1822,,,0,,,0,,,0,238000,Facebook,239822
610,Xiao Song,,South Korea,Korean,Asia,East Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,xiaosongchinese,https://www.facebook.com/xiaosongchinese,698000,xiaosongchinese,https://www.instagram.com/xiaosongchinese,4488,,,0,xiaosongchinese,https://www.youtube.com/c/xiaosongchinese,921,,,0,698000,Facebook,703409
611,Poongothai (அறுசுவை),,India,Tamil,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,Poongothaiii,https://www.facebook.com/Poongothaiii/,1700000,,,0,poongothai_tamil,https://www.threads.net/@poongothai_tamil,62,,,0,,,0,1700000,Facebook,1700062
612,Zhengguan Media,正观新闻,Henan,Chinese,Asia,Greater China,Zhengzhou Media Group,郑州报业集团,Zhengzhou Municipal Party Committee,中共郑州市委,,,0,,,0,,,0,zhengguanmedia,https://www.threads.net/@zhengguanmedia,115,,,0,,,0,115,Threads,115
613,Wu Yo Yo,悠悠,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,AdventurewithYoYo,https://www.facebook.com/AdventurewithYoYo,995000,,,0,,,0,AdventurewithYoYo,https://www.youtube.com/c/AdventurewithYoYo,355,,,0,995000,Facebook,995355
614,Wang Bing,,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,QuoiDeNeufEnChine,https://www.facebook.com/QuoiDeNeufEnChine,94000,,,0,,,0,bingwang7665,https://www.youtube.com/channel/UCNPxL6AeFnm6NtfFdNxdbvw,5,,,0,94000,Facebook,94005
615,CCTV4 International,CCTV4,China,Chinese,Asia,Greater China,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,CCTV4International,https://www.youtube.com/@CCTV4International,1070000,,,0,1070000,Youtube,1070000
616,CGTN Americas Now,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,Cctvamerica_americasnow,https://www.youtube.com/@Cctvamerica_americasnow,8990,,,0,8990,Youtube,8990
617,CGTN BizTalk,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,CGTNBIZtalk,https://www.facebook.com/CGTNBIZtalk/,57000,,,0,,,0,cgtnbiz,https://www.youtube.com/@cgtnbiz,855,,,0,57000,Facebook,57855
618,CGTN Documentary,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,cgtndocumentary5826,https://www.youtube.com/@cgtndocumentary5826,7010,,,0,7010,Youtube,7010
619,Hi China,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,ChannelHiChina,https://www.youtube.com/@ChannelHiChina,348000,hichinaofficial,https://www.tiktok.com/@hichinaofficial,356500,356500,Tiktok,704500
620,Anhui TV Station,安徽卫视,Anhui,Chinese,Asia,Greater China,Anhui Radio and TV Station,安徽广播电视台,Anhui Provincial Committee,中共安徽省委,,,0,,,0,,,0,,,0,chinaanhuitvofficialchanne8354,https://www.youtube.com/@chinaanhuitvofficialchanne8354,90600,,,0,90600,Youtube,90600
621,Guangxi Satellite TV,广西卫视,Guangxi,Chinese,Asia,Greater China,Guangxi Internet Radio and Television Station,广西网络广播电视台,Guangxi Zhuang Autonomous Region People's Government,广西壮族自治区人民政府,,,0,,,0,,,0,,,0,chinaguangxitvofficialchan244,https://www.youtube.com/@chinaguangxitvofficialchan244,50100,,,0,50100,Youtube,50100
622,Heilongjiang JTV,极光新闻,Heilongjiang,Chinese,Asia,Greater China,China Heilongjiang TV (HNBTV),黑龙江广播电视台,Heilongjiang Provincial Committee,中共黑龙江省委,,,0,,,0,,,0,,,0,chinaheilongjiangtvofficia9631,https://www.youtube.com/@chinaheilongjiangtvofficia9631,74900,,,0,74900,Youtube,74900
623,China International Import Expo (CIIE),中国国际进口博览会,Anglosphere,English,Cross States,Language and Cultural Communities,China International Import Expo Bureau,中国国际进口博览局,Shanghai Municipal People's Government,上海市人民政府,,,0,,,0,,,0,,,0,ChinaInternationalImportExpo,https://www.youtube.com/@ChinaInternationalImportExpo,10400,ciieonline,https://www.tiktok.com/@ciieonline,4824,10400,Youtube,15224
624,China Plus,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,ChinaPlusOfficial,https://www.youtube.com/@ChinaPlusOfficial,33000,,,0,33000,Youtube,33000
625,Xinhua Español,,Hispanophone,Spanish,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,,,0,,,0,,,0,,,0,ChinaXinhuaEspanol,https://www.youtube.com/@ChinaXinhuaEspanol,78200,xinhuaespanol,https://www.tiktok.com/@xinhuaespanol,69,78200,Youtube,78269
626,Noreen,,Pakistan,Urdu,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,chinesenoreen,https://www.facebook.com/chinesenoreen,1500000,,,0,,,0,chinesenoreen8035,https://www.youtube.com/@chinesenoreen8035/videos,91,,,0,1500000,Facebook,1500091
627,CRI Ukrainian,,Ukraine,Ukrainian,Europe,Non-EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,profile.php?id=100064337605137,https://www.facebook.com/profile.php?id=100064337605137,331000,,,0,,,0,CRI2023.,https://www.youtube.com/@CRI2023./,43,,,0,331000,Facebook,331043
628,CRI Hebrew,,Israel,Hebrew,Asia,Middle East,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,crihebrew,https://www.facebook.com/crihebrew/,86245,,,0,,,0,CRIHebrew,https://www.youtube.com/CRIHebrew,22700,,,0,86245,Facebook,108945
629,Xi Xiaoqi (Itzik Hasini),,Israel,Hebrew,Asia,Middle East,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,CRIHebrew,https://www.youtube.com/channel/UCzeLeX3y1nY3FZ0mVCcfVdw,22700,,,0,22700,Youtube,22700
630,Dragon TV Crossover,,Shanghai,English,Asia,Greater China,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,,,0,,,0,,,0,,,0,DragonTVCrossOver,https://www.youtube.com/@DragonTVCrossOver,201000,,,0,201000,Youtube,201000
631,Gansu TV Official,甘肃网络广播电视台,Gansu,Chinese,Asia,Greater China,Gansu Media Group (GSMG),甘肃省广播电影电视总台(集团),Gansu Provincial People's Government,甘肃省人民政府,,,0,,,0,,,0,,,0,GansuTVOfficialChannel,https://www.youtube.com/@GansuTVOfficialChannel,11,,,0,11,Youtube,11
632,Haixia Daobao,海峡导报,Taiwan,Chinese,Asia,Greater China,Fujian Daily News Group,福建日报报业集团,Fujian Provincial Committee,中共福建省委,,,0,hxdb1234,https://www.facebook.com/hxdb1234/,432000,,,0,,,0,haixiadaobao,https://www.youtube.com/channel/UCzo0ZxnYHhxAVGvgh22UOdw,41000,,,0,432000,Facebook,473000
633,PLA Daily,解放军报,China,Chinese,Asia,Greater China,People's Liberation Army (PLA) Newspaper,中国人民解放军解放军报社,People's Liberation Army,中国人民解放军,,,0,,,0,,,0,,,0,hquangtu,https://www.youtube.com/channel/UCv-jCuD0-MEfL12y-IX1Kgw,23,,,0,23,Youtube,23
634,Hubei TV,湖北卫视,Hubei,Chinese,Asia,Greater China,Hubei Radio & Television Station (HBTV),湖北广播电视台,Hubei Provincial People's Government,湖北省人民政府,,,0,,,0,,,0,,,0,hubeitvofficial,https://www.youtube.com/@hubeitvofficial,6370,,,0,6370,Youtube,6370
635,Litchi Live,荔直播,Jiangsu,Chinese,Asia,Greater China,Jiangsu Broadcasting Corporation,江苏省广播电视集团有限公司,Jiangsu Provincial People's Government,江苏省人民政府,,,0,,,0,,,0,,,0,litchilive,https://www.youtube.com/channel/UCYCWVHZeEoHhUyzoaqpsHAA,262,,,0,262,Youtube,262
636,Yu Mama (Mama Yu),,Germany,German,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,Mama-Yu-346605806384616,https://www.facebook.com/Mama-Yu-346605806384616,42000,,,0,,,0,mamayu1607,https://www.youtube.com/channel/UCiY5o2dEbz3S4QSsXqWWXJA,402,,,0,42000,Facebook,42402
637,Mengyu,,Germany,German,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,MengyuChina,https://www.facebook.com/MengyuChina,133000,,,0,,,0,MengyuChinatube,https://www.youtube.com/channel/UCaAhqHEOOfMGswWgZUYI9mg,8060,,,0,133000,Facebook,141060
638,Nilaani (நிலானி),,India,Tamil,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,tpccn,https://www.facebook.com/tpccn/,6100000,,,0,,,0,NaanNilaani,https://www.youtube.com/@NaanNilaani,692000,,,0,6100000,Facebook,6792000
639,Hubei Announcements (Open Hubei),湖北发布,Hubei,Chinese,Asia,Greater China,General Office of the People's Government of Hubei Province,湖北省人民政府办公厅,Hubei Provincial People's Government,湖北省人民政府,,,0,,,0,,,0,,,0,OpenHubei,https://www.youtube.com/@OpenHubei,1080,open.hubei,https://www.tiktok.com/@open.hubei,24,1080,Youtube,1104
640,People's Daily Japanese,人民日報日本語,Japan,Japanese,Asia,East Asia,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,,,0,,,0,,,0,,,0,peoplesdailyjapanese5650,https://www.youtube.com/@peoplesdailyjapanese5650,7,,,0,7,Youtube,7
641,Phoenix TV (Finance),凤凰网财经,China,Chinese,Asia,Greater China,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,,,0,,,0,,,0,,,0,Phoenix-Finance,https://www.youtube.com/@ifenglobal,18900,phoenixtvfinance,https://www.tiktok.com/@phoenixtvfinance,53300,53300,Tiktok,72200
642,Phoenix TV,凤凰卫视,China,Chinese,Asia,Greater China,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,,,0,,,0,,,0,,,0,phoenixtvhk,https://www.youtube.com/@phoenixtvhk,579000,www.ifeng.com,https://www.tiktok.com/@www.ifeng.com,35200,579000,Youtube,614200
643,Wang Mengchu (Kaka / Shakala Ka),王梦楚,Hispanophone,Spanish,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,KakainChina,https://www.facebook.com/KakainChina,102000,,,0,,,0,shakalaka9028,https://www.youtube.com/channel/UCuoFdV3S34djPGnU_MeavVQ,38,,,0,102000,Facebook,102038
644,Shanxi Radio and TV Station,山西广播电视台,Shanxi,Chinese,Asia,Greater China,Shanxi Radio and TV Station,山西广播电视台,Shanxi Provincial People's Government,山西省人民政府,,,0,,,0,,,0,,,0,shanxiradioandtelevisionst73,https://www.youtube.com/channel/UCxh_Kg_UnEtrftAJOtx2-Xg,44,,,0,44,Youtube,44
645,Show Me China,,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,,,0,showmethestoryofchina,https://www.facebook.com/showmethestoryofchina/,1600000,,,0,,,0,showmechina8515,https://youtube.com/channel/UC094Us15KM_u2_AlnGGxntQ?fbclid=IwAR16rzIv57zz9l9YrVI5-SshM8sWVqEOor0AsoTJip1NVsIsSw-GcO_Mb-k,1320,,,0,1600000,Facebook,1601320
646,Shanghai TV,上海电视台官方频道,Shanghai,Chinese,Asia,Greater China,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,,,0,,,0,,,0,,,0,SMG-Official,https://www.youtube.com/@SMG-Official,1890000,,,0,1890000,Youtube,1890000
647,Hạ Vy,,Vietnam,Vietnamese,Asia,ASEAN,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129,https://www.facebook.com/H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129,165159,,,0,,,0,thienhavoich4515,https://www.youtube.com/channel/UClLHI5-_iyGsa3DWUNJga0A,20600,,,0,165159,Facebook,185759
648,Raniya (라니),,South Korea,Korean,Asia,East Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,RaniyaChina,https://www.facebook.com/RaniyaChina,692000,,,0,,,0,TV-qp1bt,https://www.youtube.com/channel/UCeOreglDZzyK10sL0OKCH6A,553,,,0,692000,Facebook,692553
649,Jiupai News,九派新闻,Hubei,Chinese,Asia,Greater China,Changjiang Daily Press,长江日报社,Wuhan Municipal Committee,中共武汉市委,,,0,,,0,,,0,,,0,user-tm5fe9ex6b,https://www.youtube.com/channel/UCHvSdEZ6_T5vZuKTywy2l7g,5570,,,0,5570,Youtube,5570
650,The Cover News,封面新闻,Sichuan,Chinese,Asia,Greater China,"Sichuan Daily Online Media Development Co., Ltd.",四川日报网络传媒发展有限公司,Sichuan Provincial Committee,中共四川省委,,,0,,,0,,,0,,,0,user-zu4gg5dy6q,https://www.youtube.com/@user-zu4gg5dy6q,64,,,0,64,Youtube,64
651,Xinhua London,新华社伦敦分部,UK,English,Europe,Non-EU,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,,,0,,,0,,,0,,,0,xinhuanewsagencylondon9756,https://www.youtube.com/@xinhuanewsagencylondon9756,6,xhnewslondon,https://www.tiktok.com/@xhnewslondon,72500,72500,Tiktok,72506
652,Shan Ni'er (Yummy Shanny),珊妮儿,EU,Esperanto,Europe,EU,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,Yummy-Shanny-108137871142423,https://www.facebook.com/Yummy-Shanny-108137871142423/,236000,,,0,,,0,yummyshanny666,https://www.youtube.com/channel/UCao498UVBHU7hYxkGWnfGCw/featured,147000,,,0,236000,Facebook,383000
653,Yunnan TV,云南广播电视台,Yunnan,Chinese,Asia,Greater China,Yunnan Media Group (YMG),云南广播电视台,Yunnan Provincial Committee,中共云南省委,,,0,,,0,,,0,,,0,YunnanTV,https://www.youtube.com/channel/UCAkJs2NQvfKJxjpt811m0og,164000,,,0,164000,Youtube,164000
654,Xinhua (Spectrum China),,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,,,0,,,0,,,0,,,0,,,0,1931.11.7.575757,https://www.tiktok.com/@1931.11.7.575757,53,53,Tiktok,53
655,CCTV3 Variety,央视文艺,China,Chinese,Asia,Greater China,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,cctv_newsandculture,https://www.tiktok.com/@cctv_newsandculture,1113,1113,Tiktok,1113
656,CGTN.tiktok,中国环球电视网,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,cgtn.tiktok,https://www.tiktok.com/@cgtn.tiktok,777,777,Tiktok,777
657,CGTN Z,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,cgtnz,https://www.tiktok.com/@cgtnz,5565,5565,Tiktok,5565
659,China Consulate Osaka,中国駐大阪総領事館,Japan,Japanese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,,,0,,,0,,,0,,,0,,,0,chnconsul_osaka,https://www.tiktok.com/@chnconsul_osaka,191,191,Tiktok,191
660,Colorful China,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,colorfulchina,https://www.tiktok.com/@colorfulchina,21,21,Tiktok,21
661,Discover Ningxia,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Ningxia Hui Autonomous Region,宁夏回族自治区文化和旅游厅,Ningxia Hui Autonomous Region People's Government,宁夏回族自治区人民政府,,,0,DiscoverNingxia,https://www.facebook.com/DiscoverNingxia/,294000,,,0,,,0,,,0,discoverningxia,https://www.tiktok.com/@discoverningxia,14100,294000,Facebook,308100
662,Discover Tianjin,,Anglosphere,English,Cross States,Language and Cultural Communities,Department of Culture and Tourism of Tianjin City,天津市文化和旅游厅,Tianjin Municipal People's Government,天津市人民政府,,,0,profile.php?id=100076267566791,https://www.facebook.com/profile.php?id=100076267566791,129000,,,0,,,0,,,0,discovertianjin,https://www.tiktok.com/@discovertianjin,153800,153800,Tiktok,282800
663,Global Times (Glamour China),,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,,,0,,,0,,,0,,,0,,,0,glamourchina,https://www.tiktok.com/@glamourchina,2000000,2000000,Tiktok,2000000
664,Global Watch,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,globalwatch,https://www.tiktok.com/@globalwatch,4,4,Tiktok,4
665,Haiwai Net (Canada Fusion Media Centre),海外网加拿大融媒中心,Canada,English,Americas,Anglosphere,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,,,0,,,0,,,0,,,0,,,0,haiwaicanada,https://www.tiktok.com/@haiwaicanada,18700,18700,Tiktok,18700
666,Hangzhou 2022,杭州第19届亚运会,Zhejiang,English,Asia,Greater China,2022 19th Asian Games Organizing Committee,2022年第19届亚运会组委会,Hangzhou Municipal People's Government,杭州市人民政府,,,0,,,0,,,0,,,0,,,0,hangzhou2022,https://www.tiktok.com/@hangzhou2022,538,538,Tiktok,538
667,Henan TV (HNTV),河南电视台,Henan,Chinese,Asia,Greater China,Henan Broadcasting System,河南广播电视台,Henan Provincial Committee,中共河南省委,,,0,,,0,,,0,,,0,,,0,henantv,https://www.tiktok.com/@henantv,8489,8489,Tiktok,8489
668,Zhang Niki (Hnin Pwint Phyu),,Myanmar,Burmese,Asia,ASEAN,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,hninpwintphyuniki,https://www.facebook.com/hninpwintphyuniki,2600000,,,0,,,0,,,0,hninpwintphyu_niki,https://www.tiktok.com/@hninpwintphyu_niki,747500,2600000,Facebook,3347500
669,Haiwai Net (Japan Fusion Media Center),海外网日本融媒体中心,Japan,Japanese,Asia,East Asia,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,,,0,profile.php?id=100063859667657,https://www.facebook.com/profile.php?id=100063859667657,9900,,,0,,,0,,,0,hwwrbrmt,https://www.tiktok.com/@hwwrbrmt,21500,21500,Tiktok,31400
670,Wang Iffat,,Pakistan,Urdu,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,ChinesegirlIFFAT,https://www.facebook.com/ChinesegirlIFFAT,1000000,,,0,,,0,,,0,iffat2023,https://www.tiktok.com/@iffat2023,16700,1000000,Facebook,1016700
671,iPanda Thailand,熊猫频道,Thailand,Thai,Asia,ASEAN,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,ipanda_th,https://www.tiktok.com/@ipanda_th,22800,22800,Tiktok,22800
672,iPanda (Japanese),熊猫频道,Japan,Japanese,Asia,East Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,ipanda.jp,https://www.tiktok.com/@ipanda.jp,505700,505700,Tiktok,505700
673,International Channel Shanghai (ICS),上海外语频道,Shanghai,English,Asia,Greater China,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,,,0,,,0,,,0,,,0,,,0,likechina2021,https://www.tiktok.com/@likechina2021,59100,59100,Tiktok,59100
674,Little Turtle Lisa (Elle),,Hainan,English,Asia,Greater China,Sansha Satellite TV (SSTV),三沙综合频道(三沙卫视),Sansha Municipal People's Government,三沙市人民政府,,,0,,,0,,,0,,,0,,,0,littleturtlelisa,https://www.tiktok.com/@littleturtlelisa,1100000,1100000,Tiktok,1100000
675,NewsTok,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,,,0,,,0,,,0,,,0,,,0,newstoks,https://www.tiktok.com/@newstoks,32000,32000,Tiktok,32000
